# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  119       4.406168449397e-10       1.346369492599e-13      -4.676357968425e-12       0.000000000000e+00       6.782927793826e-12       1.105256620117e-12      -6.229945493940e-15 
  120       4.451309919632e-10       1.358798357033e-13      -4.752485305565e-12       0.000000000000e+00       6.629703521801e-12       1.085742582249e-12      -6.166109588531e-15 
  121       4.496573920687e-10       1.370696172061e-13      -4.827281953861e-12       0.000000000000e+00       6.481026918734e-12       1.066695719616e-12      -6.097864226154e-15 
  122       4.541951681842e-10       1.382050244306e-13      -4.900674218687e-12       0.000000000000e+00       6.336801609236e-12       1.048109412708e-12      -6.025734190031e-15 
  123       4.587433496555e-10       1.392848250239e-13      -4.972588281656e-12       0.000000000000e+00       6.196901642911e-12       1.029973781951e-12      -5.950282422806e-15 
  124       4.633008695691e-10       1.403078249963e-13      -5.042950229566e-12       0.000000000000e+00       6.061170686623e-12       1.012275595302e-12      -5.872110796596e-15 
  125       4.678665620743e-10       1.412728701009e-13      -5.111686083324e-12       0.000000000000e+00       5.929421216763e-12       9.949981758552e-13      -5.791860883030e-15 
  126       4.724391597071e-10       1.421788472119e-13      -5.178721826885e-12       0.000000000000e+00       5.801433711522e-12       9.781213094335e-13      -5.710214723299e-15 
  127       4.770172907118e-10       1.430246857042e-13      -5.243983436183e-12       0.000000000000e+00       5.676955843157e-12       9.616211521943e-13      -5.627895598200e-15 
  128       4.815994763648e-10       1.438093588320e-13      -5.307396908064e-12       0.000000000000e+00       5.555701670257e-12       9.454701382264e-13      -5.545668798185e-15 
  129       4.861842796616e-10       1.445319299418e-13      -5.368889523599e-12       0.000000000000e+00       5.437413137921e-12       9.296436267557e-13      -5.464211079551e-15 
  130       4.907707755096e-10       1.451916939154e-13      -5.428393733249e-12       0.000000000000e+00       5.322053921862e-12       9.141408644809e-13      -5.383701205936e-15 
  131       4.953581272969e-10       1.457880539215e-13      -5.485843754568e-12       0.000000000000e+00       5.209635421778e-12       8.989661589190e-13      -5.304185734861e-15 
  132       4.999454385729e-10       1.463204796557e-13      -5.541174413426e-12       0.000000000000e+00       5.100156001308e-12       8.841223011940e-13      -5.225706137226e-15 
  133       5.045317514535e-10       1.467885090406e-13      -5.594321181773e-12       0.000000000000e+00       4.993600626153e-12       8.696105218625e-13      -5.148298627726e-15 
  134       5.091160450279e-10       1.471917499250e-13      -5.645220215411e-12       0.000000000000e+00       4.889940502194e-12       8.554304467398e-13      -5.071993995259e-15 
  135       5.136972337636e-10       1.475298817841e-13      -5.693808391752e-12       0.000000000000e+00       4.789132713616e-12       8.415800527255e-13      -4.996817433342e-15 
  136       5.182741659129e-10       1.478026574194e-13      -5.740023347590e-12       0.000000000000e+00       4.691119861025e-12       8.280556236293e-13      -4.922788370518e-15 
  137       5.228456219187e-10       1.480099046580e-13      -5.783803516867e-12       0.000000000000e+00       4.595829699576e-12       8.148517059965e-13      -4.849920300773e-15 
  138       5.274103128201e-10       1.481515280528e-13      -5.825088168436e-12       0.000000000000e+00       4.503174777089e-12       8.019610649340e-13      -4.778220613947e-15 
  139       5.319668786586e-10       1.482275105824e-13      -5.863817443829e-12       0.000000000000e+00       4.413052072169e-12       7.893746399359e-13      -4.707690426142e-15 
  140       5.365138868840e-10       1.482379153503e-13      -5.899932395024e-12       0.000000000000e+00       4.325342632332e-12       7.770815007093e-13      -4.638324410140e-15 
  141       5.410498307601e-10       1.481828872853e-13      -5.933375022210e-12       0.000000000000e+00       4.239911212123e-12       7.650688030002e-13      -4.570110625810e-15 
  142       5.455731277706e-10       1.480626548411e-13      -5.964088311552e-12       0.000000000000e+00       4.156605911236e-12       7.533217444189e-13      -4.503030350523e-15 
  143       5.500821180252e-10       1.478775316959e-13      -5.992016272960e-12       0.000000000000e+00       4.075257812641e-12       7.418235202659e-13      -4.437057909562e-15 
  144       5.545752009922e-10       1.476279289834e-13      -6.017104363236e-12       0.000000000000e+00       3.995716425927e-12       7.305588597202e-13      -4.372159866606e-15 
  145       5.590512642549e-10       1.473143897552e-13      -6.039300722798e-12       0.000000000000e+00       3.917960719488e-12       7.195251205701e-13      -4.308292863248e-15 
  146       5.635092941912e-10       1.469375611628e-13      -6.058555133244e-12       0.000000000000e+00       3.841998397668e-12       7.087222093929e-13      -4.245405243109e-15 
  147       5.679482406506e-10       1.464981859768e-13      -6.074818682537e-12       0.000000000000e+00       3.767830923736e-12       6.981490760207e-13      -4.183437500914e-15 
  148       5.723670161547e-10       1.459971043467e-13      -6.088043804993e-12       0.000000000000e+00       3.695453363779e-12       6.878036899432e-13      -4.122322109223e-15 
  149       5.767644950984e-10       1.454352555616e-13      -6.098184321259e-12       0.000000000000e+00       3.624854230602e-12       6.776830167096e-13      -4.061983345168e-15 
  150       5.811395129505e-10       1.448136798106e-13      -6.105195478293e-12       0.000000000000e+00       3.556015327629e-12       6.677829943320e-13      -4.002337117185e-15 
  151       5.854908654548e-10       1.441335199425e-13      -6.109033989349e-12       0.000000000000e+00       3.488911592795e-12       6.580985096873e-13      -3.943290791750e-15 
  152       5.898173078309e-10       1.433960232271e-13      -6.109658073952e-12       0.000000000000e+00       3.423510942453e-12       6.486233749196e-13      -3.884743020112e-15 
  153       5.941175539752e-10       1.426025431145e-13      -6.107027497886e-12       0.000000000000e+00       3.359774115264e-12       6.393503038437e-13      -3.826583565028e-15 
  154       5.983902756614e-10       1.417545409961e-13      -6.101103613169e-12       0.000000000000e+00       3.297654516101e-12       6.302708883465e-13      -3.768693127495e-15 
  155       6.026341017418e-10       1.408535879646e-13      -6.091849398038e-12       0.000000000000e+00       3.237098059943e-12       6.213755747901e-13      -3.710943173490e-15 
  156       6.068476173480e-10       1.399013665746e-13      -6.079229496928e-12       0.000000000000e+00       3.178043015779e-12       6.126536404145e-13      -3.653195760697e-15 
  157       6.110293630918e-10       1.388996726024e-13      -6.063210260452e-12       0.000000000000e+00       3.120419850499e-12       6.040931697397e-13      -3.595303365246e-15 
  158       6.151778342660e-10       1.378504168070e-13      -6.043759785386e-12       0.000000000000e+00       3.064151072799e-12       5.956810309685e-13      -3.537108708446e-15 
  159       6.192914800454e-10       1.367556266899e-13      -6.020847954645e-12       0.000000000000e+00       3.009151077076e-12       5.874028523890e-13      -3.478444583519e-15 
  160       6.233687026876e-10       1.356174482554e-13      -5.994446477270e-12       0.000000000000e+00       2.955325987327e-12       5.792429987771e-13      -3.419133682336e-15 
