# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  156       6.239179140113e-10       1.404391558925e-13      -6.189252574112e-12       0.000000000000e+00       2.914966912898e-12       6.024174399443e-13      -3.600643581110e-15 
  157       6.282482646657e-10       1.395038569610e-13      -6.175893955483e-12       0.000000000000e+00       2.861329922715e-12       5.937607948988e-13      -3.533921712151e-15 
  158       6.325457530827e-10       1.385201754293e-13      -6.159124654126e-12       0.000000000000e+00       2.808969357554e-12       5.852562185242e-13      -3.467278781095e-15 
  159       6.368088148927e-10       1.374899899133e-13      -6.138912630030e-12       0.000000000000e+00       2.757804214344e-12       5.768920111081e-13      -3.400768756200e-15 
  160       6.410358378242e-10       1.364152927286e-13      -6.115227586398e-12       0.000000000000e+00       2.707745711237e-12       5.686553381664e-13      -3.334445881754e-15 
  161       6.452252737954e-10       1.352981491516e-13      -6.088040959626e-12       0.000000000000e+00       2.658715426835e-12       5.605351421868e-13      -3.268360831630e-15 
  162       6.493759880501e-10       1.341405675818e-13      -6.057325806702e-12       0.000000000000e+00       2.610701828279e-12       5.525312125958e-13      -3.202548820340e-15 
  163       6.534869394722e-10       1.329446210988e-13      -6.023056982025e-12       0.000000000000e+00       2.563708485188e-12       5.446458803002e-13      -3.137040406003e-15 
  164       6.575570701521e-10       1.317124903673e-13      -5.985211223675e-12       0.000000000000e+00       2.517736171463e-12       5.368811484177e-13      -3.071865193774e-15 
  165       6.615853050857e-10       1.304464651441e-13      -5.943767192028e-12       0.000000000000e+00       2.472782802825e-12       5.292386841590e-13      -3.007051802672e-15 
  166       6.655705518735e-10       1.291489457864e-13      -5.898705508363e-12       0.000000000000e+00       2.428843374343e-12       5.217198107109e-13      -2.942627832406e-15 
